Date,Win,Los,WML,Mkt,Exc_WML,Exc_Mkt
2005-01-31,0.059627755091756995,0.031740604508933776,0.02788715058282322,0.018903346132113308,0.02564548386847284,0.016661679417762927
2005-02-28,-0.026694069876513647,-0.025272762380528224,-0.001421307495985423,-0.01911765556028966,-0.0036896407323618674,-0.021385988796666103
2005-03-31,-0.08067405935766943,-0.020058328499895594,-0.06061573085777383,-0.020108582083263493,-0.06297989743543089,-0.022472748660920555
2005-04-30,0.09064473501482993,0.07777897027938609,0.012865764735443846,0.02995204663120865,0.010464098094208495,0.027550379989973298
2005-05-31,0.03889197128236502,0.007766865768638014,0.031125105513727006,-0.00014271417986777557,0.02857510556141072,-0.00269271413218406
2005-06-30,0.07986328997094856,0.07280907787894825,0.007054212092000314,0.03596828690361842,0.004277545411028533,0.033191620222646635
2005-07-31,0.01505232622308364,-0.012822707676908598,0.027875033899992237,-0.011222104598600069,0.025016700511027903,-0.014080437987564405
2005-08-31,0.0437635423661384,-0.00023379169599474256,0.043997334062133145,0.00694902431673361,0.04110566737162462,0.004057357626225085
2005-09-30,-0.029192194711833014,-0.0030540071244114534,-0.02613818758742156,-0.01774077993231349,-0.029309020976385894,-0.020911613321277823
2005-10-31,0.0741477832599733,0.05156450621035674,0.02258327704961656,0.035186096519093324,0.019369110289171917,0.03197192975864868
2005-11-30,0.019885267313607055,0.012464345308090763,0.007420922005516292,-0.0009523493171964548,0.004100088759603104,-0.004273182563109643
2005-12-31,0.10408142746647918,0.05839112145146753,0.04569030601501165,0.025466771341108085,0.04204863944371242,0.02182510476980885
2006-01-31,-0.02831076262813783,0.02425464786583234,-0.05256541049397017,0.0004531577283561905,-0.05632124380187219,-0.0033026755795458277
2006-02-28,0.0727836217039326,0.04328651671230544,0.02949710499162716,0.011095810408889628,0.025734605102889163,0.007333310520151631
2006-03-31,0.027817581095920422,0.0026392814262452572,0.025178299669675164,0.01215565291784415,0.021303299590202305,0.00828065283837129
2006-04-30,-0.07577628116543769,-0.012934250102708043,-0.06284203106272965,-0.030916916538203165,-0.06677119785655289,-0.034846083332026406
2006-05-31,0.014192810217716918,-0.013519692617625123,0.02771250283534204,8.659650459597046e-05,0.023662502724080034,-0.003963403606666033
2006-06-30,-0.049936781723668715,-0.028598104980879533,-0.02133867674278918,0.0050858788034533475,-0.025451176695105465,0.0009733788511370632
2006-07-31,-0.005823112482254958,0.07490262227376605,-0.08072573475602102,0.02127419311502643,-0.0848132349308613,0.017186692940186137
2006-08-31,0.023128462897572758,0.03569700884126993,-0.012568545943697173,0.024566297967782313,-0.016535212801098702,0.020599631110380785
2006-09-30,0.06510954531757758,0.05987644717153471,0.005233098146042871,0.03150800358539563,0.0011164314316924884,0.027391336871045245
2006-10-31,0.034406232838910214,0.055265397248092596,-0.020859164409182382,0.016466656343095964,-0.024934164297920378,0.012391656454357969
2006-11-30,0.006107716786317565,0.0017711337965616314,0.004336582989755934,0.012615782814670462,0.00026574946568773666,0.008544949290602264
2006-12-31,0.05177342353690787,0.04359345336798205,0.00817997016892582,0.014059043023177953,0.004034136915065346,0.00991320976931748
2007-01-31,-0.006557672661200797,-0.008171267922937745,0.0016135952617369479,-0.021846175991944383,-0.0025489046428956207,-0.026008675896576954
2007-02-28,0.018703987504473968,-0.014126323683323581,0.03283031118779755,0.009979982939206433,0.028751144537025455,0.005900816288434339
2007-03-31,0.013841908927773006,0.04103955101748681,-0.027197642089713807,0.043290690426759815,-0.031135142010240948,0.03935319050623268
2007-04-30,0.04039746365838748,0.03294565109551489,0.007451812562872591,0.032549228707361655,0.0036268124357160154,0.02872422858020508
2007-05-31,-0.0007717611202080824,-0.01396960876124872,0.013197847641040638,-0.01781632254788501,0.009306180910795683,-0.021707989278129964
2007-06-30,-0.03862711927396602,-0.03041013710231528,-0.008216982171650736,-0.03198187836198829,-0.012225315457300354,-0.03599021164763791
2007-07-31,0.02996549979255303,0.014401005716413522,0.015564494076139508,0.012863572018857905,0.012239494068192221,0.009538572010910618
2007-08-31,0.07354537235422143,0.009058095410360739,0.0644872769438607,0.03579400817860079,0.06140394357079093,0.032710674805531026
2007-09-30,0.04371090622466154,0.01729828975649154,0.02641261646817,0.014822338223554832,0.023229283190467666,0.0116390049458525
2007-10-31,-0.03509631088235333,-0.08068763425361938,0.045591323371266056,-0.04404341737941575,0.043032990093563726,-0.04660175065711808
2007-11-30,0.04805100768814947,-0.03552307322268975,0.08357408091083922,-0.008628508561297932,0.08095741415675241,-0.011245175315384744
2007-12-31,-0.12389526757920032,0.01611504896118234,-0.14001031654038265,-0.06116343227776988,-0.14156864987768963,-0.06272176561507686
2008-01-31,0.008749221614626898,-0.06141750714851413,0.07016672876314102,-0.03476119273728817,0.06867922879095652,-0.03624869270947267
2008-02-29,-0.00723211346697344,-0.016577786240252485,0.009345672773279044,-0.005959623397817415,0.00828317279314726,-0.0070221233779492005
2008-03-31,0.08919011183998554,0.07376530304666157,0.015424808793323974,0.047546697641229096,0.014308142098841806,0.04643003094674693
